,id,biskvit_id,short_name,address,city,scheduleFl,scheduleJurl,latitude,longitude,vip_zone,vip_office,ramp,person,juridical,prime,broker,ibs
45,29000061,1610,ДО «Белорусский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, 4-й Лесной пер., д. 4",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.779069,37.586931,1,0,0,1,1,0,1,0
46,29000062,1910,ДО «Черемушки» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Профсоюзная, д. 56",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.670021,37.55248,1,0,0,1,0,0,1,0
47,29000068,2710,ДО «Медведково» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Широкая, д.13а",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.888109,37.662461,1,0,0,1,1,0,1,0
48,29000304,3103,ДО ЦИК «Площадь Победы» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, площадь Победы, д.1, корп.Б",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.735596,37.519539,1,0,1,1,1,0,1,1
49,29000193,3603,ДО «Покровка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Покровка, д. 28, стр. 1",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.760428,37.650028,0,1,1,1,0,0,1,1
50,29000194,3803,ДО «Большая Ордынка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Большая Ордынка, д. 24",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной",Не обслуживает ЮЛ,55.739868,37.623115,0,0,0,1,0,0,0,0
51,29000195,4003,"ДО «Б. Черкасский, 10/11» Филиала № 7701 Банка ВТБ (ПАО)","г. Москва, Б. Черкасский пер., д. 10/11, стр. 1",Москва,"пн-пт: 09:00-17:00 сб, вс: выходной",Не обслуживает ЮЛ,55.756057,37.626663,0,0,0,1,0,0,0,0
52,29000172,1900,ДО «Марьино» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Люблинская, д. 165",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.650505,37.745924,1,0,1,1,1,0,1,1
53,28000004,4772,ДО «Гоголевский» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Гоголевский б-р, д. 5, стр. 1",Москва,пн-пт: 09:30-20:00 сб: 09:30-16:00 вс: выходной,Не обслуживает ЮЛ,55.745149,37.599741,0,0,1,1,0,1,0,1
54,29000055,0410,ДО «Беляево» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Профсоюзная, д. 104",Москва,пн-пт: 09:00-21:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.64192,37.523465,0,0,0,1,0,0,0,0
55,28000005,5472,ДО «Садовое кольцо» Филиала 7777 Банка ВТБ (ПАО),"г. Москва, р-н Хамовники, б-р Зубовский, д. 27, стр. 1",Москва,пн-пт: 09:30-20:00 сб: 09:30-16:00 вс: выходной,Не обслуживает ЮЛ,55.736858,37.588889,0,0,1,1,0,1,0,1
56,29000233,4525,ДО «Южный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, район Чертаново Северное, ул. Кировоградская, д. 14",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.622609,37.605939,1,0,1,1,0,0,1,1
57,29000077,3610,ДО «Лубянский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Большая Лубянка, д. 16, стр. 1",Москва,"пн-пт: 09:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.762936,37.628846,1,0,0,1,0,0,1,0
58,29000093,0501,ДО «Каланчевский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Каланчевская, д. 35",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.776806,37.647926,1,0,1,1,0,0,1,0
59,29000210,1225,ДО «Сокол» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинградский пр-т, д. 77, кор. 2",Москва,пн-пт: 09:00-20:00 cб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.805214,37.508185,1,0,1,1,1,0,1,1
60,29000212,1325,ДО «Остоженка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Остоженка, д. 11",Москва,"пн-пт: 09:00-20:00 cб, вс: выходной",Не обслуживает ЮЛ,55.741744,37.59975,0,1,1,1,0,0,1,1
61,29000214,1725,ДО «Воздвиженка» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Воздвиженка, д. 9",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.752592,37.604753,1,0,1,1,1,0,1,1
62,29000216,1925,ДО «Олимпийский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Мичуринский пр-т, Олимпийская деревня, д.1к.1",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.679438,37.469638,0,1,1,1,0,0,1,1
63,29000217,2225,ДО «Южнонагатинский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Варшавское шоссе, д. 26",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.684503,37.621947,1,0,1,1,1,0,1,1
64,29000218,2125,ДО «Хамовники» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Комсомольский пр-т, д. 48",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной",Не обслуживает ЮЛ,55.71983,37.571174,0,1,1,1,0,0,1,1
65,29000219,2025,ДО «Римский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, бульвар Энтузиастов, д. 2",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.746481,37.682619,1,0,1,1,1,0,1,1
66,29000220,2425,ДО «Маяковский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. 1-я Тверская - Ямская, д. 7",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.771525,37.592815,0,1,1,1,0,0,1,1
67,29000223,2625,ДО «Ходынский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Авиаконструктора Микояна, д. 12",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.792361,37.527615,0,1,1,1,0,0,1,1
68,29000226,3125,ДО «На набережной» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Фрунзенская наб., д. 22/2, стр. 11",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.727932,37.589716,0,0,0,1,0,0,0,0
69,29000296,0925,ДО «Авиамоторный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Авиамоторная, д. 10, кор. 1",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.754259,37.715246,1,0,1,1,1,0,1,1
70,29000211,4610,ДО «Рязанский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Рязанский пр-т, д. 71, кор. 1",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.718633,37.78827,1,0,1,1,1,0,1,1
71,29000175,2600,ДО «На Автозаводской» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Автозаводская, д. 6",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.709449,37.661042,1,0,1,1,1,0,1,1
72,29000287,3110,ДО «Отрадное» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Декабристов, д. 20, корп. 2",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.862343,37.608949,1,0,1,1,1,0,1,1
73,28000002,5772,ДО «Деловая столица» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Пресненская наб., д. 10 стр. 1",Москва,"пн-пт: 09:30-20:00 сб, вс: выходной",Не обслуживает ЮЛ,55.748914,37.535475,0,0,0,1,0,1,0,1
74,29000066,2510,ДО «Москва-Сити» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Пресненская наб., д. 10, стр. 1",Москва,"пн-пт: 10:00-20:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.748914,37.535475,1,0,1,1,1,0,1,1
75,29000109,3227,ДО «Новоарбатский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Новый Арбат, д. 36",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.753666,37.57713,1,0,0,1,1,0,1,0
76,28000003,6972,ДО «Охотный ряд-Прайм» Филиала № 7777 Банка ВТБ (ПАО),"г. Москва, Охотный ряд, д. 1",Москва,"пн-чт: 09:00-18:00 пт: 09:00-16:45 сб, вс: выходной",Не обслуживает ЮЛ,55.757997,37.615901,0,0,0,1,0,1,0,0
77,29000230,3925,ДО «На Янгеля» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Академика Янгеля, д. 2",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.596457,37.599822,1,0,1,1,1,0,1,1
78,29000182,3600,ДО ЦИК «Новослободский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Новослободская, д. 41",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.783392,37.596866,1,0,1,1,1,0,1,1
79,29000166,0100,ДО ЦИК «На Мясницкой» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Мясницкая, д. 35",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.766045,37.638081,1,0,0,1,1,0,1,1
80,29000178,3900,ДО ЦИК «Павелецкий» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Бахрушина, д. 32, стр. 1",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.731952,37.637084,1,0,1,1,1,0,1,1
81,29000116,4227,ДО «Проспект Мира» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, пр-т Мира, д.41, стр.2",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.781615,37.632637,1,0,0,1,1,0,1,0
82,29000930,2097,ДО «РЭУ им. Г. В. Плеханова» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Стремянный пер., д. 36",Москва,"пн-пт: 10:00-19:00 cб, вс: выходной",Не обслуживает ЮЛ,55.727334,37.627813,1,0,0,1,0,0,1,0
83,29000130,0629,ДО «Черкизовский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Б. Черкизовская, д. 5А",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.797306,37.718723,0,0,1,1,1,0,0,1
84,29000181,3400,ДО «Русаковский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Сокольническая пл., д.4, корп.1-2",Москва,пн-пт: 10:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.789922,37.677894,1,0,1,1,1,0,1,1
85,29000129,0429,ДО «Хамовнический» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. 3-Я Фрунзенская, д. 9",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.72124,37.576825,1,0,1,1,1,0,1,1
86,28000000,0072,Филиал № 7777 Банка ВТБ (ПАО),"г. Москва, ул. Большая Полянка, д. 10, стр. 1",Москва,пн-пт: 09:30-20:00 сб: 09:30-16:00 вс: выходной,Не обслуживает ЮЛ,55.740325,37.615955,0,0,0,1,0,1,0,1
87,29000049,0310,ДО «ЦМТ» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Краснопресненская набережная, д. 12",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной",Не обслуживает ЮЛ,55.754203,37.556388,0,0,1,1,0,0,0,0
88,29000132,1529,ДО «Аэропорт Внуково» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Рейсовая 2-я, д. 2, корп. 5",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной",Не обслуживает ЮЛ,55.605226,37.286346,0,0,1,1,0,0,0,1
89,29000290,3027,ДО «Никитский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Большая Никитская, д. 33, стр. 1",Москва,"пн-пт: 09:00-18:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.75709,37.595618,1,0,1,1,1,0,1,1
90,29000079,3510,ДО «Свиблово» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Снежная, д. 26",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.854997,37.653388,1,0,0,1,1,0,1,0
91,29000168,0500,ДО «Неглинный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Неглинная ул., д. 14, стр. 1А",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.764273,37.620393,1,0,1,1,1,0,1,1
92,29000014,0127,ДО «Академический» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Дмитрия Ульянова, д. 24",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.686005,37.575828,0,0,0,1,1,0,0,0
93,29000144,3229,ДО «Войковский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинградское шоссе, д. 16А, стр. 2",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.821578,37.498725,0,0,1,1,0,0,0,0
94,29000147,3529,ДО «Юго-Западный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, просп. Вернадского, д. 105, корп. 3",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.663811,37.484864,1,0,1,1,0,0,1,0
95,29000149,3929,ДО «Каширский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Каширское шоссе, д. 26, корп. 2",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.653517,37.648178,0,0,1,1,0,0,0,0
96,29000150,4029,ДО «Молодежный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ярцевская, д. 32",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.741287,37.417688,0,0,1,1,0,0,0,0
97,29000154,4829,ДО «На Андропова» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, просп. Андропова, д. 30",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.679138,37.662434,0,0,1,1,0,0,0,0
98,29000157,5129,ДО «Мичуринский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Мичуринский пр-т, д. 34",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.69834,37.498025,0,0,1,1,0,0,0,0
99,29000117,4627,ДО «Рязанский проспект» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Академика Скрябина, д. 1/58, стр. 1",Москва,пн-пт: 10:00-19:00 cб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.715728,37.797685,0,0,1,1,1,0,0,0
100,29000122,5227,ДО «Солнцево» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Богданова, д. 50",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.650632,37.394449,0,0,1,1,1,0,0,0
101,29000196,4303,ДО «Шуваловский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Мичуринский пр-т, д. 7",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.702729,37.509703,1,0,1,1,0,0,1,0
102,29000041,4703,ДО «Кедровый» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Профсоюзная, д. 12",Москва,пн-пт: 09:00-19:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.685437,37.570123,1,0,1,1,1,0,1,0
103,29000042,4503,ДО «Ленинградское шоссе» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинградское шоссе, д. 13, к.1",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.818685,37.497198,1,0,1,1,1,0,1,0
104,29000071,3010,ДО «Нагорно-Южный» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Варшавское шоссе, д. 87",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.652938,37.620698,1,0,1,1,0,0,1,0
105,29000072,3403,ДО «На Венёвской» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Веневская, д.6",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.54785,37.543255,1,0,1,1,1,0,1,0
106,29000073,3310,ДО «Твин Плаза» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Новоясеневский пр-т вл. 2а, стр. 1",Москва,"пн-пт: 10:00-19:00 сб, вс: 10:00-17:00","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.617774,37.505768,1,0,1,1,1,0,1,0
107,29000076,3410,ДО «Лермонтовский проспект» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Лермонтовский пр-т, д. 10, корп. 1",Москва,пн-пт: 10:00-19:00 cб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.700562,37.851808,1,0,1,1,0,0,1,0
108,29000081,4010,ДО «Строгинский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Маршала Катукова ул., д. 16",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.807395,37.40628,1,0,1,1,1,0,1,0
109,29000084,4910,ДО «Нахимовский проспект» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Нахимовский пр-т, д. 11, кор. 1",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.663512,37.6054,1,0,1,1,1,0,1,0
110,29000095,4410,ДО «Тимирязевский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Дмитровское ш., д. 13а",Москва,"пн-пт: 09:00-19:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.818715,37.573501,1,0,1,1,1,0,1,0
111,29000188,2603,ДО «Химкинский бульвар» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Химкинский бульвар, д. 16, корп. 1",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.851985,37.443012,1,0,1,1,1,0,1,0
112,29000044,5103,ДО «Жулебино» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Привольная, 65/32",Москва,пн-пт: 10:00-19:00 cб: 10:00-17:00 вс: выходной,"пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.681534,37.849886,1,0,1,1,1,0,1,0
113,29000045,4903,ДО «Площадь Гагарина» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинский пр-т, д. 34/1",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.707365,37.57775,1,0,1,1,1,0,1,0
114,29000063,2310,ДО «На Красносельской» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Нижняя Красносельская, д.45/17",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной","пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.773034,37.675765,1,0,1,1,1,0,1,0
115,29000067,2610,ДО «Бутовский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, бульвар Дмитрия Донского, д.11",Москва,пн-пт: 09:00-21:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.566807,37.576394,1,0,1,1,0,0,1,0
116,29000069,2810,ДО «Шоссе Энтузиастов» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, шоссе Энтузиастов, д.31, стр. 39",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.758863,37.75205,1,0,1,1,0,0,1,0
117,29000192,3703,ДО «Багратионовский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Барклая, д.7, кор. 1",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.740588,37.501285,1,0,1,1,1,0,1,0
118,29000265,1401,ДО «Арена Плаза» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ленинградский проспект, д. 36",Москва,"пн-пт: 10:00-20:00 сб, вс: выходной",Не обслуживает ЮЛ,55.791248,37.559388,1,0,1,1,0,0,0,0
119,17000001,5025,ДО «Земляной вал» Филиала в г. Москве,"г. Москва, ул. Земляной вал, д. 14-16, стр. 1",Москва,Не обслуживает ФЛ,"пн-чт: 09:00-18:00 пт: 09:00-17:00 сб, вс: выходной",55.761305,37.65629,0,0,1,0,1,0,0,0
120,29000097,0825,ДО «Университет» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, Ломоносовский пр-т, д. 25, кор. 1",Москва,"пн-пт: 09:00-20:00 сб, вс: выходной",Не обслуживает ЮЛ,55.693597,37.532448,0,1,1,1,0,0,1,1
121,29000017,0427,"ДО «Арбат, 51» Филиала № 7701 Банка ВТБ (ПАО)","г. Москва, ул. Арбат, д. 51, стр. 1",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.747784,37.586688,1,0,1,1,1,0,1,1
122,29000345,1901,ДО «Бульвар Ушакова» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, бульвар Адмирала Ушакова, д. 2",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной",Не обслуживает ЮЛ,55.548574,37.553244,0,0,1,1,0,0,0,0
123,29000295,0529,ДО «Хорошевский» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Генерала Глаголева, д. 30, корп. 2",Москва,"пн-пт: 10:00-19:00 сб, вс: выходной","пн-чт: 10:00-19:00 пт: 10:00-18:00 сб, вс: выходной",55.788631,37.46679,1,0,1,1,1,0,1,0
124,29000326,2201,ДО «Марьинский парк» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Братиславская, д. 14",Москва,пн-пт: 09:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.659124,37.755015,0,0,1,1,0,0,0,0
125,29000074,3210,ДО «Чертаново» Филиала № 7701 Банка ВТБ (ПАО),"г. Москва, ул. Чертановская, д. 1в, корп. 1",Москва,пн-пт: 10:00-20:00 сб: 10:00-17:00 вс: выходной,Не обслуживает ЮЛ,55.639461,37.607143,1,0,1,1,0,0,1,0
